id_empresa;nombre_empresa;tipo_empresa;direccion_empresa;id_region;nombre_region;id_comuna;nombre_comuna;fono_empresa;horario_atencion;latitud;longitud;marca;logo;logo_svg;logo_horizontal_svg;tamano;medida;precio
lid1311301;MG LTDA;Distribuidora GLP;LA FORJA 8570;13;Metropolitana de Santiago;13113;La Reina;+56 28626000;24 Horas;-33,4542824;-70,5436609;lipigas;http://api.cne.cl/brands/1720130729122214.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;15;kg;26100
lid1311301;MG LTDA;Distribuidora GLP;LA FORJA 8570;13;Metropolitana de Santiago;13113;La Reina;+56 28626000;24 Horas;-33,4542824;-70,5436609;lipigas;http://api.cne.cl/brands/1720130729122214.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;45;kg;71550
abd550101;Abastible Quillota;Distribuidora GLP;Arauco 1084;05;Valparaíso;05501;Quillota;+56 33-2267601;09:00 20:00;0;0;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;5;kg;13900
abd550101;Abastible Quillota;Distribuidora GLP;Arauco 1084;05;Valparaíso;05501;Quillota;+56 33-2267601;09:00 20:00;0;0;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;11;kg;21550
abd550101;Abastible Quillota;Distribuidora GLP;Arauco 1084;05;Valparaíso;05501;Quillota;+56 33-2267601;09:00 20:00;0;0;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;15;kg;26000
abd550101;Abastible Quillota;Distribuidora GLP;Arauco 1084;05;Valparaíso;05501;Quillota;+56 33-2267601;09:00 20:00;0;0;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;45;kg;94200
gad1310101;EL MEXICANO;Distribuidora GLP;BIO BIO 487;13;Metropolitana de Santiago;13101;Santiago Centro;+56 25566228;24 Horas;-33,4732127;-70,6349506;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;2;kg;5200
gad1310101;EL MEXICANO;Distribuidora GLP;BIO BIO 487;13;Metropolitana de Santiago;13101;Santiago Centro;+56 25566228;24 Horas;-33,4732127;-70,6349506;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;5;kg;11600
gad1310101;EL MEXICANO;Distribuidora GLP;BIO BIO 487;13;Metropolitana de Santiago;13101;Santiago Centro;+56 25566228;24 Horas;-33,4732127;-70,6349506;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;11;kg;19900
gad1310101;EL MEXICANO;Distribuidora GLP;BIO BIO 487;13;Metropolitana de Santiago;13101;Santiago Centro;+56 25566228;24 Horas;-33,4732127;-70,6349506;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;15;kg;25650
gad1310101;EL MEXICANO;Distribuidora GLP;BIO BIO 487;13;Metropolitana de Santiago;13101;Santiago Centro;+56 25566228;24 Horas;-33,4732127;-70,6349506;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;45;kg;77900
gad1311101;Gas la Granja;Distribuidora GLP;BAQUEDANO Nº 099;13;Metropolitana de Santiago;13111;La Granja;+56 225416647-225415904;9,00 a 19,00 hrs. DE LUNES A SABADO;-33,5485391;-70,6322958;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;5;kg;12250
gad1311101;Gas la Granja;Distribuidora GLP;BAQUEDANO Nº 099;13;Metropolitana de Santiago;13111;La Granja;+56 225416647-225415904;9,00 a 19,00 hrs. DE LUNES A SABADO;-33,5485391;-70,6322958;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;11;kg;18000
gad1311101;Gas la Granja;Distribuidora GLP;BAQUEDANO Nº 099;13;Metropolitana de Santiago;13111;La Granja;+56 225416647-225415904;9,00 a 19,00 hrs. DE LUNES A SABADO;-33,5485391;-70,6322958;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;15;kg;25000
gad1311101;Gas la Granja;Distribuidora GLP;BAQUEDANO Nº 099;13;Metropolitana de Santiago;13111;La Granja;+56 225416647-225415904;9,00 a 19,00 hrs. DE LUNES A SABADO;-33,5485391;-70,6322958;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;45;kg;75700
gad1310102;Margarita Muñoz Bastias;Distribuidora GLP;VENTURA LAVALLE 304-B;13;Metropolitana de Santiago;13101;Santiago Centro;+56 25121882;24 Horas;-33,4742871;-70,6420055;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;2;kg;4500
gad1310102;Margarita Muñoz Bastias;Distribuidora GLP;VENTURA LAVALLE 304-B;13;Metropolitana de Santiago;13101;Santiago Centro;+56 25121882;24 Horas;-33,4742871;-70,6420055;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;5;kg;9150
gad1310102;Margarita Muñoz Bastias;Distribuidora GLP;VENTURA LAVALLE 304-B;13;Metropolitana de Santiago;13101;Santiago Centro;+56 25121882;24 Horas;-33,4742871;-70,6420055;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;11;kg;15700
gad1310102;Margarita Muñoz Bastias;Distribuidora GLP;VENTURA LAVALLE 304-B;13;Metropolitana de Santiago;13101;Santiago Centro;+56 25121882;24 Horas;-33,4742871;-70,6420055;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;15;kg;20650
gad1310102;Margarita Muñoz Bastias;Distribuidora GLP;VENTURA LAVALLE 304-B;13;Metropolitana de Santiago;13101;Santiago Centro;+56 25121882;24 Horas;-33,4742871;-70,6420055;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;45;kg;64050
lid1020101;Lipigas castro;Distribuidora GLP;Panamericana norte km. 4,5;10;De los Lagos;10201;Castro;+56 65 - 2638090;00 a 00;-42,482323850424;-73,764559767212;lipigas;http://api.cne.cl/brands/1720130729122214.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;5;kg;12600
lid1020101;Lipigas castro;Distribuidora GLP;Panamericana norte km. 4,5;10;De los Lagos;10201;Castro;+56 65 - 2638090;00 a 00;-42,482323850424;-73,764559767212;lipigas;http://api.cne.cl/brands/1720130729122214.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;11;kg;23700
lid1020101;Lipigas castro;Distribuidora GLP;Panamericana norte km. 4,5;10;De los Lagos;10201;Castro;+56 65 - 2638090;00 a 00;-42,482323850424;-73,764559767212;lipigas;http://api.cne.cl/brands/1720130729122214.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;15;kg;30000
lid1020101;Lipigas castro;Distribuidora GLP;Panamericana norte km. 4,5;10;De los Lagos;10201;Castro;+56 65 - 2638090;00 a 00;-42,482323850424;-73,764559767212;lipigas;http://api.cne.cl/brands/1720130729122214.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;45;kg;87100
abd710901;Distribuidora Fénix;Distribuidora GLP;Huamachuco 310, Camino Internacional Sector el Alba;07;Del Maule;07109;San Clemente;+56 (75) 2622547;8:30 - 19:30;-35,529273708614;-71,479414640137;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;5;kg;11500
abd710901;Distribuidora Fénix;Distribuidora GLP;Huamachuco 310, Camino Internacional Sector el Alba;07;Del Maule;07109;San Clemente;+56 (75) 2622547;8:30 - 19:30;-35,529273708614;-71,479414640137;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;11;kg;22000
abd710901;Distribuidora Fénix;Distribuidora GLP;Huamachuco 310, Camino Internacional Sector el Alba;07;Del Maule;07109;San Clemente;+56 (75) 2622547;8:30 - 19:30;-35,529273708614;-71,479414640137;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;15;kg;26000
abd710901;Distribuidora Fénix;Distribuidora GLP;Huamachuco 310, Camino Internacional Sector el Alba;07;Del Maule;07109;San Clemente;+56 (75) 2622547;8:30 - 19:30;-35,529273708614;-71,479414640137;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;45;kg;85000
lid1311801;GASQUILIN;Distribuidora GLP;QUILIN 4184;13;Metropolitana de Santiago;13118;Macul;+56 222210005 / 222210501;lunes a viernes 8.30 a 19.30 hrs.  sabado 9.30 a 19.300 hrs. domingo y festivos 10.00 a  14.30 hrs.;-33,4863368;-70,5894771;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;5;kg;10500
lid1311801;GASQUILIN;Distribuidora GLP;QUILIN 4184;13;Metropolitana de Santiago;13118;Macul;+56 222210005 / 222210501;lunes a viernes 8.30 a 19.30 hrs.  sabado 9.30 a 19.300 hrs. domingo y festivos 10.00 a  14.30 hrs.;-33,4863368;-70,5894771;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;11;kg;18950
lid1311801;GASQUILIN;Distribuidora GLP;QUILIN 4184;13;Metropolitana de Santiago;13118;Macul;+56 222210005 / 222210501;lunes a viernes 8.30 a 19.30 hrs.  sabado 9.30 a 19.300 hrs. domingo y festivos 10.00 a  14.30 hrs.;-33,4863368;-70,5894771;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;15;kg;24950
lid1311801;GASQUILIN;Distribuidora GLP;QUILIN 4184;13;Metropolitana de Santiago;13118;Macul;+56 222210005 / 222210501;lunes a viernes 8.30 a 19.30 hrs.  sabado 9.30 a 19.300 hrs. domingo y festivos 10.00 a  14.30 hrs.;-33,4863368;-70,5894771;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;45;kg;76050
abd740101;ABASTIBLE;Distribuidora GLP;AVENIDA ANIBAL LEON BUSTOS 1319;07;Del Maule;07401;Linares;+56 2221000;8:00 hasta 21:00;-35,8417602;-71,6184888;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;5;kg;13
abd740101;ABASTIBLE;Distribuidora GLP;AVENIDA ANIBAL LEON BUSTOS 1319;07;Del Maule;07401;Linares;+56 2221000;8:00 hasta 21:00;-35,8417602;-71,6184888;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;11;kg;24
abd740101;ABASTIBLE;Distribuidora GLP;AVENIDA ANIBAL LEON BUSTOS 1319;07;Del Maule;07401;Linares;+56 2221000;8:00 hasta 21:00;-35,8417602;-71,6184888;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;15;kg;27
abd740101;ABASTIBLE;Distribuidora GLP;AVENIDA ANIBAL LEON BUSTOS 1319;07;Del Maule;07401;Linares;+56 2221000;8:00 hasta 21:00;-35,8417602;-71,6184888;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;45;kg;89
lid1312001;GAS HAMBURGO;Distribuidora GLP;Av. Hamburgo 160 ;13;Metropolitana de Santiago;13120;Ñuñoa;+56 223641861--222776732;10:00-19:00;-33,452593498359;-70,576346122015;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;5;kg;10850
lid1312001;GAS HAMBURGO;Distribuidora GLP;Av. Hamburgo 160 ;13;Metropolitana de Santiago;13120;Ñuñoa;+56 223641861--222776732;10:00-19:00;-33,452593498359;-70,576346122015;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;11;kg;17450
lid1312001;GAS HAMBURGO;Distribuidora GLP;Av. Hamburgo 160 ;13;Metropolitana de Santiago;13120;Ñuñoa;+56 223641861--222776732;10:00-19:00;-33,452593498359;-70,576346122015;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;15;kg;24500
lid1312001;GAS HAMBURGO;Distribuidora GLP;Av. Hamburgo 160 ;13;Metropolitana de Santiago;13120;Ñuñoa;+56 223641861--222776732;10:00-19:00;-33,452593498359;-70,576346122015;gasco;http://api.cne.cl/brands/1720130729122044.jpg;http://api.cne.cl/brands/gasco.svg;http://api.cne.cl/brands/gasco-horizontal.svg;45;kg;76660
abd710102;FONO GAS ABASTIBLE;Distribuidora GLP;14 ORIENTE Nº 31;07;Del Maule;07101;Talca;+56 (071) 2264936 / (071) 2246562;24 Horas;-35,448241;-71,6356257;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;5;kg;11200
abd710102;FONO GAS ABASTIBLE;Distribuidora GLP;14 ORIENTE Nº 31;07;Del Maule;07101;Talca;+56 (071) 2264936 / (071) 2246562;24 Horas;-35,448241;-71,6356257;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;11;kg;20700
abd710102;FONO GAS ABASTIBLE;Distribuidora GLP;14 ORIENTE Nº 31;07;Del Maule;07101;Talca;+56 (071) 2264936 / (071) 2246562;24 Horas;-35,448241;-71,6356257;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;15;kg;23000
abd710102;FONO GAS ABASTIBLE;Distribuidora GLP;14 ORIENTE Nº 31;07;Del Maule;07101;Talca;+56 (071) 2264936 / (071) 2246562;24 Horas;-35,448241;-71,6356257;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;45;kg;82550
abd1020101;Comercial Comjenar;Distribuidora GLP;Freire N° 549;10;De los Lagos;10201;Castro;+56 2534500 - 2534501;24 Horas;-42,4798948;-73,7684831;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;5;kg;14300
abd1020101;Comercial Comjenar;Distribuidora GLP;Freire N° 549;10;De los Lagos;10201;Castro;+56 2534500 - 2534501;24 Horas;-42,4798948;-73,7684831;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;11;kg;27500
abd1020101;Comercial Comjenar;Distribuidora GLP;Freire N° 549;10;De los Lagos;10201;Castro;+56 2534500 - 2534501;24 Horas;-42,4798948;-73,7684831;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;15;kg;36000
abd1020101;Comercial Comjenar;Distribuidora GLP;Freire N° 549;10;De los Lagos;10201;Castro;+56 2534500 - 2534501;24 Horas;-42,4798948;-73,7684831;abastible;http://api.cne.cl/brands/1820130712111413.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;45;kg;101800
lid110101;Ignacio Segundo Videla Peñaloza;Distribuidora GLP;Bernardino Guerra N°2357;01;Tarapacá;01101;Iquique;+56 (57-2) 481974;08:00 am hasta las 17:00 pm un turno cubre hasta las 21:00 hrs.;-20,2295416;-70,1355476;lipigas;http://api.cne.cl/brands/1720130729122214.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;5;kg;12300
lid110101;Ignacio Segundo Videla Peñaloza;Distribuidora GLP;Bernardino Guerra N°2357;01;Tarapacá;01101;Iquique;+56 (57-2) 481974;08:00 am hasta las 17:00 pm un turno cubre hasta las 21:00 hrs.;-20,2295416;-70,1355476;lipigas;http://api.cne.cl/brands/1720130729122214.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;11;kg;19350
lid110101;Ignacio Segundo Videla Peñaloza;Distribuidora GLP;Bernardino Guerra N°2357;01;Tarapacá;01101;Iquique;+56 (57-2) 481974;08:00 am hasta las 17:00 pm un turno cubre hasta las 21:00 hrs.;-20,2295416;-70,1355476;lipigas;http://api.cne.cl/brands/1720130729122214.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;15;kg;26090
